"","region_1","country","variety","points"
"12323","Conegliano Valdobbiadene Prosecco Superiore","Italy","Glera",100.260949028395
"12324","Conegliano Valdobbiadene Prosecco Superiore","Italy","Glera",90.7641638432176
"12387","Vigneti delle Dolomiti","Italy","Pinot Grigio",89.2253821645925
"12389","Delle Venezie","Italy","Pinot Grigio",82.5328387782808
"12394","Soave","Italy","White Blend",88.1029633848103
"12398","Soave Classico","Italy","White Blend",98.9261214442143
"12399","Alto Adige Valle Isarco","Italy","Sylvaner",93.9082566760905
"12404","Alto Adige","Italy","Pinot Bianco",95.7482355445261
"12444","Aglianico del Vulture","Italy","Aglianico",101.184318613288
"12446","Moscato d'Asti","Italy","Moscato",89.538266572044
"12453","Gavi","Italy","Cortese",94.7006620511812
"12458","Colline Novaresi","Italy","Nebbiolo",92.3152478522921
"12477","Sicilia","Italy","Nero d'Avola",88.9822831337212
"12486","Sicilia","Italy","Red Blend",91.0163930644763
"12494","Sicilia","Italy","Inzolia",86.4419951667766
"12506","Sicilia","Italy","Red Blend",94.6443464831669
"12514","Sicilia","Italy","Red Blend",97.8270419606026
"12515","Sicilia","Italy","Syrah",79.8339838490701
"12516","Cerasuolo di Vittoria","Italy","Red Blend",98.3195887243011
"12522","Carignano del Sulcis","Italy","Rosé",98.6638014300081
"12528","Sicilia","Italy","Grillo",91.8272885539847
"12532","Sicilia","Italy","Nero d'Avola",94.9435985121494
"12540","Terre Siciliane","Italy","Red Blend",86.5108053231132
"12560","Sicilia","Italy","Nero d'Avola",84.8825233825408
"12569","Sicilia","Italy","Nero d'Avola",89.0140488819765
"12580","Sicilia","Italy","Nero d'Avola",103.342435349505
"12582","Sicilia","Italy","Nero d'Avola",85.3453069248009
"12585","Terre Siciliane","Italy","Nero d'Avola",102.116943663132
"12586","Sicilia","Italy","Red Blend",88.6156107684226
"12592","Gavi","Italy","Cortese",85.4214258415703
"12596","Soave Classico","Italy","Garganega",99.1272745640791
"12600","Vermentino di Sardegna","Italy","Vermentino",89.527123296318
"12609","Conegliano Valdobbiadene Prosecco Superiore","Italy","Glera",89.6000034677497
"12613","Sangiovese di Romagna Superiore","Italy","Sangiovese",88.6518174714466
"12713","Falanghina del Sannio","Italy","Falanghina",89.829625876593
"12718","Trentino","Italy","Teroldego",86.4771126392535
"12735","Lugana","Italy","Turbiana",90.2433007322114
"12737","Alto Adige","Italy","Red Blend",95.2631810136016
"12740","Alto Adige","Italy","Pinot Nero",91.2442438990322
"12798","Morellino di Scansano","Italy","Red Blend",97.0374616296826
"12808","Chianti","Italy","Red Blend",90.2268813164221
"12813","Colline Pescaresi","Italy","Pecorino",83.9338583606305
"12827","Chianti Classico","Italy","Red Blend",92.7721123533446
"12828","Chianti Classico","Italy","Red Blend",93.4134551748478
"12831","Chianti Classico","Italy","Red Blend",94.4953372977996
"12985","Puglia","Italy","Primitivo",86.4002241776983
"13066","Valdobbiadene Prosecco Superiore","Italy","Glera",96.8176076509782
"13160","Valpolicella Classico","Italy","Corvina, Rondinella, Molinara",98.5161029319008
"13161","Valpolicella Classico","Italy","Corvina, Rondinella, Molinara",86.895977059867
"13164","Valpolicella Classico","Italy","Corvina, Rondinella, Molinara",88.2382930411672
"13165","Valpolicella Classico","Italy","Corvina, Rondinella, Molinara",87.2904531316847
"13166","Valpolicella Classico","Italy","Corvina, Rondinella, Molinara",83.7540777035073
"13168","Rosso di Montepulciano","Italy","Red Blend",99.3286545714283
"13175","Rosso di Montepulciano","Italy","Red Blend",88.7684601543783
"13201","Trentino","Italy","Pinot Grigio",92.9034611358146
"13207","Friuli Grave","Italy","Pinot Grigio",92.5028927731466
"13210","Soave Classico","Italy","Garganega",88.5594909971987
"13211","Friuli Grave","Italy","Friulano",90.695181188907
"13289","Chianti Classico","Italy","Red Blend",100.61789766513
"13296","Chianti Classico","Italy","Red Blend",99.8777142369397
"13361","Toscana","Italy","Red Blend",99.3046124461143
"13395","Valpolicella","Italy","Corvina, Rondinella, Molinara",94.8729549373194
"13399","Valpolicella Classico","Italy","Corvina, Rondinella, Molinara",94.4469651424253
"13405","Valpolicella Superiore Ripasso","Italy","Corvina, Rondinella, Molinara",98.1837052694623
"13505","Sicilia","Italy","White Blend",87.7749183293851
"13506","Sicilia","Italy","Grillo",91.9360898280807
"13514","Sicilia","Italy","Cabernet Sauvignon",93.0374124968727
"13578","Terre Siciliane","Italy","Red Blend",88.5247848443381
"13582","Primitivo di Manduria","Italy","Primitivo",86.7863874185912
"13590","Campania","Italy","Aglianico",106.450026343358
"13593","Terre Siciliane","Italy","Nero d'Avola",94.4304943222983
"13599","Sicilia","Italy","Nero d'Avola",86.8331533726522
"13603","Aglianico del Vulture","Italy","Aglianico",96.5692296363544
"13612","Rosso Piceno Superiore","Italy","Red Blend",95.2960908014848
"13658","Prosecco di Conegliano","Italy","Prosecco",94.4369617599266
"13660","Italy","Italy","Prosecco",87.9587297004678
"13675","Prosecco di Conegliano e Valdobbiadene","Italy","Prosecco",90.8609274499535
"13676","Prosecco di Conegliano e Valdobbiadene","Italy","Prosecco",87.2985496871701
"13678","Prosecco di Valdobbiadene","Italy","Prosecco",96.1968158683314
"13679","Prosecco di Conegliano e Valdobbiadene","Italy","Prosecco",94.6488237341615
"13758","Salento","Italy","Negroamaro",84.3158028472117
"13763","Salento","Italy","Primitivo",90.3699735992808
"13774","Salento","Italy","Negroamaro",87.7532485784002
"13815","Salice Salentino","Italy","Negroamaro",96.697588535862
"13816","Colli Orientali del Friuli","Italy","Friulano",96.38116622048
"13829","Venezie","Italy","Rosé",86.0891203174449
"13830","Chianti Classico","Italy","Sangiovese",88.7746492112225
"13871","Piedmont","Italy","Barbera",99.8163976086973
"13872","Barbera d'Asti","Italy","Barbera",90.0829936905508
"13949","Sicilia","Italy","White Blend",96.7029316521269
"13952","Terre Siciliane","Italy","Nerello Mascalese",90.0992693538502
"13953","Terre Siciliane","Italy","White Blend",100.017189012253
"13958","Terre Siciliane","Italy","Red Blend",90.4007546583056
"13959","Terre Siciliane","Italy","White Blend",96.0344155579751
"13960","Sicilia","Italy","Insolia",90.2861352704548
"13969","Terre Siciliane","Italy","Nero d'Avola",94.3650894496955
"13970","Terre Siciliane","Italy","Pinot Nero",98.2928262513514
"13971","Terre Siciliane","Italy","Chardonnay",97.1161509898937
"14046","Valpolicella Superiore Ripasso","Italy","Red Blend",88.7639134322443
"14047","Valpolicella Classico Superiore Ripasso","Italy","Red Blend",92.6062371475246
"14063","Valpolicella Classico Superiore Ripasso","Italy","Red Blend",98.3532955643035
"14100","Beneventano","Italy","Falanghina",88.2369354585735
"14161","Toscana","Italy","Rosato",97.0358424680422
"14164","Toscana","Italy","Sémillon",90.4887614920699
"14165","Bolgheri","Italy","Rosato",90.5884494160479
"14170","Toscana","Italy","Vermentino",97.3185284547966
"14175","Toscana","Italy","Sangiovese",90.6081671296947
"14219","Salice Salentino","Italy","Red Blend",93.6391185060768
"14220","Salento","Italy","Negroamaro",88.771298394627
"14221","Sicilia","Italy","White Blend",95.4399214017677
"14247","Sicilia","Italy","White Blend",89.2806498237887
"14248","Sicilia","Italy","Red Blend",91.8090033914903
"14255","Vermentino di Sardegna","Italy","Vermentino",97.543649563127
"14259","Sicilia","Italy","Grillo",92.0015559073251
"14262","Sicilia","Italy","Insolia",99.807938227541
"14299","Montepulciano d'Abruzzo","Italy","Montepulciano",94.8535649367961
"14306","Orvieto Classico","Italy","White Blend",93.1487387517432
"14307","Montefalco Rosso","Italy","Red Blend",87.8905137113541
"14385","Collio","Italy","Malvasia",94.9060749564581
"14438","Chianti Classico","Italy","Red Blend",98.5244879022334
"14475","Chianti","Italy","Red Blend",93.4131819104776
"14586","Greco di Tufo","Italy","Greco",92.1576380911891
"14617","Vino Nobile di Montepulciano","Italy","Sangiovese",92.0370997217794
"14642","Barbera d'Alba","Italy","Barbera",97.8933726547457
"14650","Barbera d'Asti","Italy","Barbera",91.7515519377354
"14652","Prosecco","Italy","Glera",95.9181577103993
"14654","Barbera d'Alba","Italy","Barbera",94.6031568206648
"14656","Barbera d'Asti","Italy","Barbera",95.5818678024293
"14820","Sicilia","Italy","Nero d'Avola",88.9808416954522
"14888","Salento","Italy","Rosato",95.2211188649494
"14941","Lugana","Italy","Turbiana",101.386669166815
"14999","Vigneti delle Dolomiti","Italy","Pinot Grigio",95.63262838059
"15037","Montepulciano d'Abruzzo","Italy","Montepulciano",96.2865043785516
"15042","Molise","Italy","Montepulciano",89.0206962230175
"15080","Lambrusco di Sorbara","Italy","Lambrusco",90.818169866865
"15082","Veneto","Italy","Pinot Grigio",99.0605952909631
"15085","Emilia","Italy","Lambrusco",86.6892750436955
"15087","Veneto","Italy","Chardonnay",88.2688617619478
"15089","Puglia","Italy","Moscato",96.2556893788317
"15090","Asti","Italy","Moscato",88.837353371276
"15092","Lambrusco Grasparossa di Castelvetro","Italy","Lambrusco",92.0440802840356
"15093","Veneto","Italy","Pinot Grigio",92.0224336037881
"15094","Lambrusco Grasparossa di Castelvetro","Italy","Lambrusco",92.7862043488581
"15097","Prosecco","Italy","Glera",91.8602350715228
"15103","Salento","Italy","Negroamaro",89.3495510350811
"15180","Barbera d'Alba Superiore","Italy","Barbera",92.292624709391
"15181","Monferrato","Italy","Red Blend",98.3874516703007
"15214","Valpolicella Superiore Ripasso","Italy","Corvina, Rondinella, Molinara",102.441486833617
"15223","Valpolicella Classico Superiore Ripasso","Italy","Corvina, Rondinella, Molinara",96.1394361551056
"15228","Valpolicella Classico Superiore Ripasso","Italy","Corvina, Rondinella, Molinara",100.253471741452
"15231","Soave Classico","Italy","Garganega",79.6977475118745
"15318","Trento","Italy","Sparkling Blend",93.51068262442
"15395","Morellino di Scansano","Italy","Red Blend",81.5109677707185
"15397","Montecucco","Italy","Red Blend",94.2254955591399
"15401","Toscana","Italy","Red Blend",89.4331707704748
"15756","Salice Salentino","Italy","Red Blend",96.7106866015665
"15764","Puglia","Italy","Negroamaro",92.6312992714002
"15772","Sicilia","Italy","Nero d'Avola",97.4553415246976
"15999","Valpolicella Superiore","Italy","Red Blend",89.7337309037733
"16239","Sicilia","Italy","Catarratto",91.7286590698801
"16251","Etna","Italy","White Blend",94.2322749482
"16259","Terre Siciliane","Italy","White Blend",90.6828169327066
"16269","Sicilia","Italy","Nero d'Avola",99.9090389167427
"16347","Vernaccia di San Gimignano","Italy","Vernaccia",101.899859645852
"16357","Vernaccia di San Gimignano","Italy","Vernaccia",89.0249061568085
"16365","Lambrusco di Sorbara","Italy","Lambrusco di Sorbara",95.6105029266331
"16417","Fiano di Avellino","Italy","Fiano",92.9388424250948
"16429","Cerasuolo di Vittoria","Italy","Red Blend",87.3820819372722
"16485","Lambrusco Grasparossa di Castelvetro","Italy","Lambrusco Grasparossa",86.7319747644521
"16546","Chianti Colli Senesi","Italy","Sangiovese",78.5237704219759
"16550","Chianti","Italy","Sangiovese",96.5679729356437
"16552","Chianti","Italy","Sangiovese",92.8800392677898
"16560","Toscana","Italy","Sangiovese",83.0064674789305
"16602","Chianti","Italy","Sangiovese",92.4728220937523
"16603","Chianti","Italy","Red Blend",88.6358557633724
"16610","Chianti Classico","Italy","Red Blend",95.074680465834
"16624","Chianti Colli Senesi","Italy","Sangiovese",92.9890909679404
"16625","Chianti Montalbano","Italy","Sangiovese",95.5512380855278
"16626","Chianti","Italy","Sangiovese",99.1921181802396
"16702","Orvieto Classico Superiore","Italy","White Blend",91.5939203310794
"16708","Sicilia","Italy","Chardonnay",86.708432709102
"16714","Sicilia","Italy","Chardonnay",97.4630652115612
"16776","Alto Adige","Italy","Pinot Grigio",91.8222375678867
"16780","Soave","Italy","White Blend",93.581730609369
"16800","Soave Classico","Italy","White Blend",89.4869943511371
"16811","Toscana","Italy","Sangiovese",88.4147192438269
"16820","Cesanese del Piglio","Italy","Cesanese d'Affile",95.8980012894577
"16830","Cesanese del Piglio","Italy","Cesanese d'Affile",92.130509018011
"16834","Chianti Classico","Italy","Sangiovese",85.2308149237903
"16837","Colli Orientali del Friuli","Italy","Sauvignon Blanc",96.776830327277
"16847","Morellino di Scansano","Italy","Sangiovese",89.6759864032404
"16866","Prosecco di Valdobbiadene","Italy","Prosecco",88.0199744525036
"16869","Prosecco del Veneto","Italy","Prosecco",89.9268966070423
"16878","Prosecco del Veneto","Italy","Prosecco",101.789208588484
"16880","Prosecco del Veneto","Italy","Prosecco",86.379362678554
"16901","Falanghina del Sannio","Italy","Falanghina",90.4107767316253
"16908","Terre Siciliane","Italy","Nero d'Avola",95.2776236689148
"16921","Alto Adige","Italy","Pinot Grigio",96.4151267170841
"16926","Soave Classico","Italy","Garganega",99.700582965373
"16927","Lugana","Italy","Turbiana",96.718608354989
"16932","Vigneti delle Dolomiti","Italy","White Blend",85.1088198981338
"16933","Alto Adige","Italy","Moscato Giallo",85.353100812084
"16934","Alto Adige","Italy","Pinot Grigio",93.7071719243163
"16938","Vigneti delle Dolomiti","Italy","Chardonnay",100.374409545008
"16979","Morellino di Scansano","Italy","Red Blend",91.7270269592291
"17051","Collio","Italy","Ribolla Gialla",81.5734474790842
"17059","Delle Venezie","Italy","Pinot Grigio",86.7424278473467
"17064","Trentino","Italy","Pinot Grigio",88.7952680387976
"17065","Alto Adige","Italy","Pinot Grigio",92.0694516113952
"17069","Alto Adige","Italy","Pinot Grigio",88.633875945816
"17079","Vigneti delle Dolomiti","Italy","Pinot Grigio",93.9912390122463
"17133","Montepulciano d'Abruzzo","Italy","Montepulciano",94.8149464479853
"17135","Montepulciano d'Abruzzo","Italy","Montepulciano",94.5775544606014
"17161","Lambrusco Grasparossa di Castelvetro","Italy","Lambrusco Grasparossa",92.5427972877811
"17224","Vino Spumante","Italy","Frappato",97.8974807151996
"17243","Toscana","Italy","Red Blend",89.9042074969229
"17315","Alto Adige Valle Isarco","Italy","Grüner Veltliner",96.7377607845657
"17334","Rosso di Montepulciano","Italy","Red Blend",97.1293656512863
"17435","Langhe","Italy","Chardonnay",85.274924313937
"17507","Sicilia","Italy","Nerello Mascalese",100.178404240585
"17548","Valdobbiadene Prosecco Superiore","Italy","Glera",92.8700773912423
"17562","Valdobbiadene Prosecco Superiore","Italy","Glera",91.7649895095727
"17576","Rosso di Montepulciano","Italy","Red Blend",87.756411170935
"17596","Barbera d'Asti Superiore","Italy","Barbera",86.6053238625231
"17608","Barbera d'Asti Superiore","Italy","Barbera",90.6952314417719
"17624","Colli Orientali del Friuli","Italy","Friulano",93.0592873053609
"17629","Umbria","Italy","White Blend",80.4585543969806
"17632","Colli Orientali del Friuli","Italy","Friulano",87.0957298040439
"17633","Orvieto Classico Superiore","Italy","White Blend",86.5068363682923
"17637","Umbria","Italy","Red Blend",94.2969823118972
"17638","Colli Orientali del Friuli","Italy","Friulano",80.5723906317226
"17693","Lambrusco di Sorbara","Italy","Lambrusco",89.0656415601577
"17694","Lambrusco di Sorbara","Italy","Lambrusco",90.8700455962434
"17711","Lugana","Italy","Turbiana",103.267801765047
"17713","Soave Classico","Italy","Garganega",90.489751024864
"17714","Vigneti delle Dolomiti","Italy","Moscato",80.9235046234257
"17718","Soave Classico Superiore","Italy","White Blend",88.9744114239563
"17719","Alto Adige Valle Isarco","Italy","Gewürztraminer",86.4730367564177
"17788","Chianti Classico","Italy","Red Blend",93.7756960050132
"17817","Venezie","Italy","White Blend",89.8914556495733
"17821","Colli Orientali del Friuli","Italy","Pinot Grigio",92.0467868017637
"17838","Gavi","Italy","Cortese",87.4901984391143
"17870","Umbria","Italy","Cabernet",83.9837953649254
"17897","Verdicchio dei Castelli di Jesi","Italy","Verdicchio",88.5638160716061
"17904","Montepulciano d'Abruzzo","Italy","Montepulciano",96.9798902935121
"17920","Dolcetto d'Alba","Italy","Dolcetto",93.503475625926
"17930","Barbera d'Asti","Italy","Barbera",91.484303155644
"17931","Barbera d'Alba","Italy","Barbera",95.1498415294571
"17939","Dolcetto d'Alba","Italy","Dolcetto",86.3976760582638
"17950","Puglia","Italy","Negroamaro",93.3594633216889
"17954","Salento","Italy","Primitivo",99.7513904323158
"17958","Dolcetto d'Alba","Italy","Dolcetto",103.164311881863
"17970","Salento","Italy","Negroamaro",96.589559387888
"18068","Greco di Tufo","Italy","Greco",103.705244013505
"18072","Etna","Italy","Nerello Mascalese",98.5213368627424
"18124","Vermentino di Sardegna","Italy","Vermentino",98.7000140201313
"18138","Toscana","Italy","Red Blend",94.0960158783104
"18170","Chianti Classico","Italy","Red Blend",98.220370465142
"18278","Maremma Toscana","Italy","Sangiovese",97.1711393107309
"18288","Maremma","Italy","Red Blend",90.1777119284114
"18314","Toscana","Italy","Red Blend",104.867323967686
"18330","Sicilia","Italy","Nero d'Avola",91.4537162128825
"18335","Sicilia","Italy","Red Blend",91.1871493044834
"18346","Sicilia","Italy","Red Blend",86.1088877689209
"18354","Rosso di Montepulciano","Italy","Red Blend",96.340815039043
"18360","Rosso di Montepulciano","Italy","Red Blend",89.7650715587878
"18373","Rosso di Montepulciano","Italy","Red Blend",90.1096314845117
